x0001,y0001
-0.4588235294,-0.0017772565
-0.4578431373,-0.0017002029
-0.4568627451,-0.0016257829
-0.4558823529,-0.0015621192
-0.4549019608,-0.0015143504
-0.4539215686,-0.0014836842
-0.4529411765,-0.0014674029
-0.4519607843,-0.0014598087
-0.4509803922,-0.0014538483
-0.45,-0.0014430052
-0.4490196078,-0.0014229718
-0.4480392157,-0.0013926906
-0.4470588235,-0.0013545057
-0.4460784314,-0.0013134044
-0.4450980392,-0.001275554
-0.4441176471,-0.0012465174
-0.4431372549,-0.0012296139
-0.4421568627,-0.0012248408
-0.4411764706,-0.0012286411
-0.4401960784,-0.001234582
-0.4392156863,-0.0012347737
-0.4382352941,-0.0012216944
-0.437254902,-0.0011899667
-0.4362745098,-0.001137653
-0.4352941176,-0.0010667655
-0.4343137255,-0.0009828601
-0.4333333333,-0.0008938324
-0.4323529412,-0.000808209
-0.4313725490,-0.0007333517
-0.4303921569,-0.0006740107
-0.4294117647,-0.0006315635
-0.4284313725,-0.0006041005
-0.4274509804,-0.0005873067
-0.4264705882,-0.0005758826
-0.4254901961,-0.0005651237
-0.4245098039,-0.0005522374
-0.4235294118,-0.0005370516
-0.4225490196,-0.0005219341
-0.4215686275,-0.0005109439
-0.4205882353,-0.0005084436
-0.4196078431,-0.0005175326
-0.418627451,-0.000538728
-0.4176470588,-0.0005692434
-0.4166666667,-0.0006030902
-0.4156862745,-0.0006320088
-0.4147058824,-0.0006470564
-0.4137254902,-0.0006404959
-0.4127450980,-0.000607578
-0.4117647059,-0.0005478172
-0.4107843137,-0.0004654719
-0.4098039216,-0.0003691184
-0.4088235294,-0.0002703868
-0.4078431373,-0.0001821108
-0.4068627451,-0.0001162417
-0.4058823529,-0.0000819230
-0.4049019608,-0.000084071
-0.4039215686,-0.0001226983
-0.4029411765,-0.0001930677
-0.4019607843,-0.000286599
-0.4009803922,-0.0003923246
-0.4,-0.0004986030
-0.3990196078,-0.0005947705
-0.3980392157,-0.0006724633
-0.3970588235,-0.0007264155
-0.3960784314,-0.0007546687
-0.3950980392,-0.0007582339
-0.3941176471,-0.0007403445
-0.3931372549,-0.0007054976
-0.3921568627,-0.0006584885
-0.3911764706,-0.0006036162
-0.3901960784,-0.0005441834
-0.3892156863,-0.0004823414
-0.3882352941,-0.0004192602
-0.387254902,-0.0003555507
-0.3862745098,-0.0002918202
-0.3852941176,-0.0002292301
-0.3843137255,-0.0001699297
-0.3833333333,-0.0001172581
-0.3823529412,-0.0000756510
-0.3813725490,-0.0000502418
-0.3803921569,-0.0000462020
-0.3794117647,-0.0000679214
-0.3784313725,-0.0001181702
-0.3774509804,-0.0001974018
-0.3764705882,-0.0003033397
-0.3754901961,-0.0004309535
