x0001,y0001
1.6450980392,-0.0007858658
1.6460784314,-0.0008078933
1.6470588235,-0.0008151662
1.6480392157,-0.0008067749
1.6490196078,-0.0007824294
1.65,-0.000742331
1.6509803922,-0.0006871785
1.6519607843,-0.0006182597
1.6529411765,-0.0005375628
1.6539215686,-0.0004478183
1.6549019608,-0.0003524055
1.6558823529,-0.000255113
1.6568627451,-0.0001597749
1.6578431373,-0.0000698742
1.6588235294,0.0000118041
1.6598039216,0.000083378
1.6607843137,0.0001438851
1.6617647059,0.0001931074
1.6627450980,0.0002312507
1.6637254902,0.0002585603
1.6647058824,0.0002749647
1.6656862745,0.0002798287
1.6666666667,0.0002718663
1.6676470588,0.0002492249
1.668627451,0.0002097129
1.6696078431,0.0001511220
1.6705882353,0.0000715726
1.6715686275,-0.0000301672
1.6725490196,-0.0001544368
1.6735294118,-0.0003005271
1.6745098039,-0.0004666125
1.6754901961,-0.0006497628
1.6764705882,-0.0008460159
1.6774509804,-0.0010505065
1.6784313725,-0.0012576554
1.6794117647,-0.0014614227
1.6803921569,-0.001655629
1.6813725490,-0.0018343341
1.6823529412,-0.0019922357
1.6833333333,-0.0021250308
1.6843137255,-0.0022296663
1.6852941176,-0.002304406
1.6862745098,-0.002348681
1.687254902,-0.0023627183
1.6882352941,-0.0023470263
1.6892156863,-0.0023018501
1.6901960784,-0.002226768
1.6911764706,-0.0021205563
1.6921568627,-0.001981452
1.6931372549,-0.0018078114
1.6941176471,-0.0015990738
1.6950980392,-0.0013568429
1.6960784314,-0.0010858214
1.6970588235,-0.00079433
1.6980392157,-0.0004941954
1.6990196078,-0.0001999181
1.7,0.000072829
1.7009803922,0.0003091526
1.7019607843,0.0004970126
1.7029411765,0.0006290252
1.7039215686,0.0007036318
1.7049019608,0.0007253771
1.7058823529,0.0007041958
1.7068627451,0.0006538015
1.7078431373,0.0005894436
1.7088235294,0.0005254183
1.7098039216,0.0004727734
1.7107843137,0.0004376066
1.7117647059,0.0004202455
1.7127450980,0.0004154359
1.7137254902,0.0004134801
1.7147058824,0.0004021071
1.7156862745,0.0003687359
1.7166666667,0.0003027447
1.7176470588,0.0001973804
1.718627451,0.0000510172
1.7196078431,-0.000132401
1.7205882353,-0.0003437676
1.7215686275,-0.0005699749
1.7225490196,-0.0007956325
1.7235294118,-0.0010050805
1.7245098039,-0.00118441
1.7254901961,-0.001323211
1.7264705882,-0.0014158165
1.7274509804,-0.0014618689
1.7284313725,-0.0014661384
1.7294117647,-0.0014376075
1.7303921569,-0.0013879604
1.7313725490,-0.0013296953
1.7323529412,-0.0012741562
1.7333333333,-0.0012298131
1.7343137255,-0.0012010783
1.7352941176,-0.0011878673
1.7362745098,-0.0011859844
1.737254902,-0.0011882454
1.7382352941,-0.0011861129
1.7392156863,-0.0011715079
1.7401960784,-0.0011384379
1.7411764706,-0.0010841113
1.7421568627,-0.001009336
1.7431372549,-0.0009181541
1.7441176471,-0.0008168315
1.7450980392,-0.0007124599
1.7460784314,-0.0006115065
1.7470588235,-0.0005186423
1.7480392157,-0.0004360997
1.7490196078,-0.0003636901
1.75,-0.0002994352
1.7509803922,-0.0002406374
1.7519607843,-0.0001851025
1.7529411765,-0.000132193
1.7539215686,-0.0000834391
1.7549019608,-0.0000425278
1.7558823529,-0.0000146464
1.7568627451,-0.0000053093
1.7578431373,-0.0000189236
1.7588235294,-0.0000574307
1.7598039216,-0.0001193498
1.7607843137,-0.0001994868
1.7617647059,-0.0002894238
1.7627450980,-0.0003787494
1.7637254902,-0.0004568145
1.7647058824,-0.0005146805
1.7656862745,-0.0005468703
1.7666666667,-0.0005525516
1.7676470588,-0.0005358993
1.768627451,-0.0005055363
1.7696078431,-0.0004731482
1.7705882353,-0.0004515360
1.7715686275,-0.0004524838
1.7725490196,-0.0004848565
1.7735294118,-0.0005532809
1.7745098039,-0.0006576356
1.7754901961,-0.0007933883
1.7764705882,-0.0009526502
1.7774509804,-0.0011256577
1.7784313725,-0.0013023398
1.7794117647,-0.0014736385
1.7803921569,-0.0016323444
1.7813725490,-0.0017733658
1.7823529412,-0.0018934993
1.7833333333,-0.0019909001
1.7843137255,-0.0020645065
1.7852941176,-0.0021136582
1.7862745098,-0.0021380542
1.787254902,-0.002138053
1.7882352941,-0.0021151982
1.7892156863,-0.0020727327
1.7901960784,-0.002015844
1.7911764706,-0.0019514386
1.7921568627,-0.001887348
1.7931372549,-0.0018310519
1.7941176471,-0.0017881406
1.7950980392,-0.0017608661
1.7960784314,-0.0017471478
1.7970588235,-0.0017403417
1.7980392157,-0.0017299297
1.7990196078,-0.0017030855
1.8,-0.0016468718
1.8009803922,-0.001550665
1.8019607843,-0.0014083178
1.8029411765,-0.0012196134
1.8039215686,-0.0009906765
1.8049019608,-0.0007332249
1.8058823529,-0.0004627747
1.8068627451,-0.0001961227
1.8078431373,0.0000514082
1.8088235294,0.0002684302
1.8098039216,0.0004491769
1.8107843137,0.0005940861
1.8117647059,0.0007091723
1.8127450980,0.0008043204
1.8137254902,0.0008908496
1.8147058824,0.0009788446
1.8156862745,0.0010747964
1.8166666667,0.0011800363
1.8176470588,0.0012902826
1.818627451,0.0013963925
1.8196078431,0.0014861672
1.8205882353,0.0015468324
1.8215686275,0.0015676857
1.8225490196,0.0015423581
1.8235294118,0.0014702239
1.8245098039,0.0013566747
1.8254901961,0.001212203
1.8264705882,0.0010504905
1.8274509804,0.0008858946
1.8284313725,0.0007308363
1.8294117647,0.0005935971
1.8303921569,0.0004769387
1.8313725490,0.0003777776
1.8323529412,0.0002879428
1.8333333333,0.0001958374
1.8343137255,0.000088674
1.8352941176,-0.0000451298
1.8362745098,-0.0002138117
1.837254902,-0.0004207223
1.8382352941,-0.0006636048
1.8392156863,-0.00093476
1.8401960784,-0.0012220269
1.8411764706,-0.0015103706
1.8421568627,-0.0017838007
1.8431372549,-0.0020273107
1.8441176471,-0.002228548
1.8450980392,-0.0023789983
1.8460784314,-0.002474562
1.8470588235,-0.0025155118
1.8480392157,-0.0025059069
1.8490196078,-0.0024526324
1.85,-0.002364242
1.8509803922,-0.0022498027
1.8519607843,-0.0021178827
1.8529411765,-0.0019757822
1.8539215686,-0.0018290497
1.8549019608,-0.0016812807
1.8558823529,-0.0015341636
1.8568627451,-0.0013877397
1.8578431373,-0.0012408348
1.8588235294,-0.0010916215
1.8598039216,-0.0009382642
1.8607843137,-0.0007795771
1.8617647059,-0.0006156084
1.8627450980,-0.0004480476
1.8637254902,-0.0002803539
1.8647058824,-0.0001175441
1.8656862745,0.0000343653
1.8666666667,0.0001691997
1.8676470588,0.0002816087
1.868627451,0.0003680009
1.8696078431,0.0004272302
1.8705882353,0.0004608669
1.8715686275,0.0004729604
1.8725490196,0.0004693051
1.8735294118,0.0004563337
1.8745098039,0.0004398447
1.8754901961,0.0004238276
1.8764705882,0.0004096409
1.8774509804,0.0003957359
1.8784313725,0.0003780097
1.8794117647,0.0003507375
1.8803921569,0.000307899
1.8813725490,0.0002446184
1.8823529412,0.0001583983
1.8833333333,0.0000498553
1.8843137255,-0.0000772257
1.8852941176,-0.0002165545
1.8862745098,-0.000360587
1.887254902,-0.0005020763
1.8882352941,-0.0006355742
1.8892156863,-0.0007585086
1.8901960784,-0.0008715681
1.8911764706,-0.0009782817
1.8921568627,-0.0010838762
1.8931372549,-0.001193676
1.8941176471,-0.0013114385
1.8950980392,-0.0014380391
1.8960784314,-0.0015708485
1.8970588235,-0.0017039789
1.8980392157,-0.0018293585
1.8990196078,-0.0019383976
1.9,-0.0020238345
1.9009803922,-0.0020813264
1.9019607843,-0.0021103893
1.9029411765,-0.0021144452
1.9039215686,-0.0020999848
1.9049019608,-0.0020750142
1.9058823529,-0.0020471814
1.9068627451,-0.002022017
1.9078431373,-0.0020016925
1.9088235294,-0.0019845823
1.9098039216,-0.0019657072
1.9107843137,-0.0019379352
1.9117647059,-0.0018936399
1.9127450980,-0.0018264333
1.9137254902,-0.0017325766
1.9147058824,-0.0016117757
1.9156862745,-0.0014672175
1.9166666667,-0.0013048712
1.9176470588,-0.0011322555
1.918627451,-0.0009569576
1.9196078431,-0.0007852364
1.9205882353,-0.0006209907
1.9215686275,-0.0004652777
1.9225490196,-0.0003164333
1.9235294118,-0.0001707227
1.9245098039,-0.0000233504
1.9254901961,0.0001303903
1.9264705882,0.0002940389
1.9274509804,0.0004691380
1.9284313725,0.0006547487
1.9294117647,0.0008473478
1.9303921569,0.0010410796
1.9313725490,0.0012282956
1.9323529412,0.0014003072
1.9333333333,0.0015482663
1.9343137255,0.0016640909
1.9352941176,0.0017413531
1.9362745098,0.0017760383
1.937254902,0.0017670798
1.9382352941,0.0017165741
1.9392156863,0.001629608
1.9401960784,0.0015136747
1.9411764706,0.0013777178
1.9421568627,0.0012309208
1.9431372549,0.0010814235
1.9441176471,0.000935178
1.9450980392,0.0007951594
1.9460784314,0.0006610846
1.9470588235,0.0005297124
1.9480392157,0.0003956728
1.9490196078,0.0002526832
1.95,0.0000949194
1.9509803922,-0.0000817129
1.9519607843,-0.0002786335
1.9529411765,-0.0004941291
1.9539215686,-0.0007234347
1.9549019608,-0.0009593066
1.9558823529,-0.0011929581
1.9568627451,-0.001415176
1.9578431373,-0.0016174361
1.9588235294,-0.001792864
1.9598039216,-0.0019369305
1.9607843137,-0.0020478317
1.9617647059,-0.002126531
1.9627450980,-0.0021764836
1.9637254902,-0.0022030673
1.9647058824,-0.0022127614
1.9656862745,-0.0022121451
1.9666666667,-0.0022068042
1.9676470588,-0.0022002843
1.968627451,-0.0021932553
1.9696078431,-0.0021830525
1.9705882353,-0.002163742
1.9715686275,-0.0021267838
1.9725490196,-0.0020622693
1.9735294118,-0.0019605807
1.9745098039,-0.0018142367
1.9754901961,-0.0016196028
1.9764705882,-0.001378148
1.9774509804,-0.0010969866
1.9784313725,-0.0007885594
1.9794117647,-0.0004694644
1.9803921569,-0.0001585988
1.9813725490,0.0001250886
1.9823529412,0.000364875
1.9833333333,0.0005482017
1.9843137255,0.0006679799
1.9852941176,0.0007230881
1.9862745098,0.0007180374
1.987254902,0.0006619183
1.9882352941,0.0005668554
1.9892156863,0.0004462520
1.9901960784,0.0003131010
1.9911764706,0.0001785953
1.9921568627,0.0000511774
1.9931372549,-0.0000639168
1.9941176471,-0.0001646587
1.9950980392,-0.0002518639
1.9960784314,-0.0003285845
1.9970588235,-0.0003993761
1.9980392157,-0.0004695347
1.9990196078,-0.0005443654
2.,-0.0006285253
2.0009803922,-0.0007254688
2.0019607843,-0.0008370163
2.0029411765,-0.0009630857
2.0039215686,-0.0011016179
2.0049019608,-0.0012487342
2.0058823529,-0.0013991316
2.0068627451,-0.0015466851
2.0078431373,-0.0016851901
2.0088235294,-0.0018091254
2.0098039216,-0.0019143065
2.0107843137,-0.001998306
2.0117647059,-0.0020605493
2.0127450980,-0.0021020777
2.0137254902,-0.0021250185
2.0147058824,-0.0021318889
2.0156862745,-0.0021248877
2.0166666667,-0.0021053322
2.0176470588,-0.002073367
2.018627451,-0.0020280003
2.0196078431,-0.0019674497
2.0205882353,-0.0018897139
2.0215686275,-0.0017932284
2.0225490196,-0.0016774606
2.0235294118,-0.0015433116
2.0245098039,-0.0013932425
2.0254901961,-0.0012311124
2.0264705882,-0.0010617612
2.0274509804,-0.0008904386
2.0284313725,-0.0007221945
2.0294117647,-0.00056134
2.0303921569,-0.0004110759
2.0313725490,-0.0002733287
2.0323529412,-0.0001487989
2.0333333333,-0.0000371762
2.0343137255,0.0000625420
2.0352941176,0.0001517051
2.0362745098,0.0002316989
2.037254902,0.0003037077
2.0382352941,0.000368556
2.0392156863,0.0004266121
2.0401960784,0.0004777272
2.0411764706,0.0005211861
2.0421568627,0.0005556663
2.0431372549,0.0005792305
2.0441176471,0.0005893963
2.0450980392,0.0005833365
2.0460784314,0.0005582401
2.0470588235,0.0005118297
2.0480392157,0.00044297
2.0490196078,0.0003522536
2.05,0.0002424167
2.0509803922,0.0001184394
2.0519607843,-0.0000127677
2.0529411765,-0.0001431078
2.0539215686,-0.0002643871
2.0549019608,-0.0003695713
2.0558823529,-0.0004539643
2.0568627451,-0.0005160628
2.0578431373,-0.000557885
2.0588235294,-0.000584678
2.0598039216,-0.0006040376
2.0607843137,-0.000624597
2.0617647059,-0.0006545365
2.0627450980,-0.0007001978
2.0637254902,-0.0007650564
2.0647058824,-0.0008492255
2.0656862745,-0.0009495482
2.0666666667,-0.0010602201
2.0676470588,-0.0011737823
2.068627451,-0.0012822916
2.0696078431,-0.0013784507
2.0705882353,-0.0014565284
2.0715686275,-0.0015129589
2.0725490196,-0.0015465701
2.0735294118,-0.0015584537
2.0745098039,-0.0015515343
2.0754901961,-0.0015299164
2.0764705882,-0.0014981134
2.0774509804,-0.0014602612
2.0784313725,-0.0014194328
2.0794117647,-0.0013771508
2.0803921569,-0.0013331868
2.0813725490,-0.001285696
2.0823529412,-0.001231682
2.0833333333,-0.001167728
2.0843137255,-0.001090869
2.0852941176,-0.0009994298
2.0862745098,-0.0008936597
2.087254902,-0.0007760047
2.0882352941,-0.0006509378
2.0892156863,-0.0005243529
2.0901960784,-0.0004026299
2.0911764706,-0.0002915567
2.0921568627,-0.0001953379
2.0931372549,-0.0001159136
2.0941176471,-0.0000527498
2.0950980392,-0.0000031669
2.0960784314,0.0000368575
2.0970588235,0.0000715757
2.0980392157,0.0001043058
2.0990196078,0.0001364839
2.1,0.0001671763
2.1009803922,0.0001931817
2.1019607843,0.0002097283
2.1029411765,0.0002116200
2.1039215686,0.0001945686
2.1049019608,0.0001563870
2.1058823529,0.0000977392
2.1068627451,0.0000222290
2.1078431373,-0.0000642314
2.1088235294,-0.0001546596
2.1098039216,-0.0002425691
2.1107843137,-0.0003234861
2.1117647059,-0.0003960264
2.1127450980,-0.0004622221
2.1137254902,-0.0005269579
2.1147058824,-0.0005965887
2.1156862745,-0.0006770152
2.1166666667,-0.00077166
2.1176470588,-0.0008798297
2.118627451,-0.0009959091
2.1196078431,-0.001109654
2.1205882353,-0.0012076187
2.1215686275,-0.0012754983
2.1225490196,-0.0013009311
2.1235294118,-0.001276201
2.1245098039,-0.0012002535
2.1254901961,-0.0010795735
2.1264705882,-0.0009276895
2.1274509804,-0.0007633414
2.1284313725,-0.0006076199
2.1294117647,-0.0004805926
2.1303921569,-0.0003980327
2.1313725490,-0.0003688536
2.1323529412,-0.0003937186
2.1333333333,-0.0004650739
2.1343137255,-0.0005685936
2.1352941176,-0.0006857596
2.1362745098,-0.0007970994
2.137254902,-0.0008854845
2.1382352941,-0.0009388892
2.1392156863,-0.0009521150
2.1401960784,-0.0009271869
2.1411764706,-0.0008723831
2.1421568627,-0.0008001241
2.1431372549,-0.0007241638
2.1441176471,-0.0006566587
2.1450980392,-0.0006057052
2.1460784314,-0.0005738302
2.1470588235,-0.0005577209
2.1480392157,-0.0005492169
2.1490196078,-0.0005373298
2.15,-0.0005108436
2.1509803922,-0.0004609413
2.1519607843,-0.0003833075
2.1529411765,-0.0002792771
2.1539215686,-0.0001558075
2.1549019608,-0.0000242988
2.1558823529,0.0001014826
2.1568627451,0.0002079460
2.1578431373,0.0002841753
2.1588235294,0.0003239019
2.1598039216,0.0003265844
2.1607843137,0.000297416
2.1617647059,0.0002462887
2.1627450980,0.0001859357
2.1637254902,0.0001296163
2.1647058824,0.0000887789
2.1656862745,0.0000711185
2.1666666667,0.0000793645
2.1676470588,0.0001109922
2.168627451,0.0001588833
2.1696078431,0.0002127958
2.1705882353,0.0002613658
2.1715686275,0.0002942737
2.1725490196,0.0003041836
2.1735294118,0.0002881045
2.1745098039,0.0002479237
2.1754901961,0.0001900134
2.1764705882,0.0001239762
2.1774509804,0.0000607607
2.1784313725,0.0000105020
2.1794117647,-0.0000194977
2.1803921569,-0.0000262498
2.1813725490,-0.000011721
2.1823529412,0.0000175103
2.1833333333,0.0000515271
2.1843137255,0.0000790417
2.1852941176,0.0000896717
2.1862745098,0.0000760789
2.187254902,0.0000355413
2.1882352941,-0.0000293499
2.1892156863,-0.0001110061
2.1901960784,-0.0001981009
2.1911764706,-0.000277516
2.1921568627,-0.0003365885
2.1931372549,-0.0003652227
2.1941176471,-0.0003574742
2.1950980392,-0.0003123387
2.1960784314,-0.0002336457
2.1970588235,-0.000129143
2.1980392157,-0.0000090153
2.1990196078,0.0001158312
2.2,0.0002353667
2.2009803922,0.0003416324
2.2019607843,0.0004293617
2.2029411765,0.0004960102
2.2039215686,0.0005413106
2.2049019608,0.0005665621
2.2058823529,0.0005739
2.2068627451,0.0005657502
2.2078431373,0.0005445842
2.2088235294,0.0005129736
2.2098039216,0.0004738338
2.2107843137,0.0004306736
2.2117647059,0.000387658
2.2127450980,0.0003493497
2.2137254902,0.0003200929
2.2147058824,0.0003031334
2.2156862745,0.0002996826
2.2166666667,0.0003081865
2.2176470588,0.0003240593
2.218627451,0.0003400468
2.2196078431,0.0003472457
2.2205882353,0.0003366311
2.2215686275,0.0003008033
2.2225490196,0.0002355723
2.2235294118,0.0001410072
2.2245098039,0.0000216735
2.2254901961,-0.000114042
2.2264705882,-0.0002554135
2.2274509804,-0.0003913602
2.2284313725,-0.0005125055
2.2294117647,-0.0006128470
2.2303921569,-0.0006906616
2.2313725490,-0.0007484372
2.2323529412,-0.0007918529
2.2333333333,-0.0008280535
2.2343137255,-0.0008636245
2.2352941176,-0.0009027564
2.2362745098,-0.0009460223
2.237254902,-0.0009900591
2.2382352941,-0.001028217
2.2392156863,-0.0010520192
2.2401960784,-0.0010530817
2.2411764706,-0.0010250553
2.2421568627,-0.0009651499
2.2431372549,-0.0008749211
2.2441176471,-0.0007601719
2.2450980392,-0.0006300273
2.2460784314,-0.0004954066
2.2470588235,-0.0003672316
2.2480392157,-0.0002547187
2.2490196078,-0.0001640603
2.25,-0.0000976756
2.2509803922,-0.0000540939
2.2519607843,-0.0000284139
2.2529411765,-0.0000132106
2.2539215686,0.000000274
2.2549019608,0.0000208106
2.2558823529,0.0000558806
2.2568627451,0.0001105073
2.2578431373,0.0001863433
2.2588235294,0.0002811306
2.2598039216,0.0003886498
2.2607843137,0.0004992504
2.2617647059,0.0006009887
2.2627450980,0.0006813025
2.2637254902,0.0007290263
2.2647058824,0.0007364373
2.2656862745,0.0007009436
2.2666666667,0.0006260424
2.2676470588,0.0005212486
2.268627451,0.0004008926
2.2696078431,0.0002818989
2.2705882353,0.0001808994
2.2715686275,0.0001112048
2.2725490196,0.0000802412
2.2735294118,0.0000879955
2.2745098039,0.0001268417
2.2754901961,0.0001828419
2.2764705882,0.0002383132
2.2774509804,0.0002751722
2.2784313725,0.0002784023
2.2794117647,0.0002389388
2.2803921569,0.0001553943
2.2813725490,0.0000342767
2.2823529412,-0.0001113236
2.2833333333,-0.0002642891
2.2843137255,-0.0004067261
2.2852941176,-0.0005232375
2.2862745098,-0.00060356
2.287254902,-0.0006440688
2.2882352941,-0.0006479037
2.2892156863,-0.0006237832
2.2901960784,-0.0005838237
2.2911764706,-0.0005408815
2.2921568627,-0.0005059869
2.2931372549,-0.0004863756
2.2941176471,-0.0004844574
2.2950980392,-0.0004978321
2.2960784314,-0.0005202367
2.2970588235,-0.0005431301
2.2980392157,-0.0005575289
2.2990196078,-0.0005557109
2.3,-0.0005324879
2.3009803922,-0.0004858879
2.3019607843,-0.0004172309
2.3029411765,-0.0003307021
2.3039215686,-0.000232593
2.3049019608,-0.0001303906
2.3058823529,-0.0000318621
2.3068627451,0.0000557761
2.3078431373,0.0001265625
2.3088235294,0.0001763608
2.3098039216,0.0002032814
2.3107843137,0.0002079259
2.3117647059,0.0001934026
2.3127450980,0.0001650582
2.3137254902,0.0001298918
2.3147058824,0.0000956810
2.3156862745,0.0000699126
2.3166666667,0.0000586859
2.3176470588,0.0000657918
2.318627451,0.0000921624
2.3196078431,0.0001358267
2.3205882353,0.0001924046
2.3215686275,0.0002560478
2.3225490196,0.0003206298
2.3235294118,0.0003809150
2.3245098039,0.0004334370
2.3254901961,0.0004768759
2.3264705882,0.0005118457
2.3274509804,0.0005401524
2.3284313725,0.0005637174
2.3294117647,0.0005834632
2.3303921569,0.0005984754
2.3313725490,0.0006056987
2.3323529412,0.0006002988
2.3333333333,0.0005766454
2.3343137255,0.00052971
2.3352941176,0.0004565419
2.3362745098,0.0003574429
2.337254902,0.0002365096
2.3382352941,0.0001013509
2.3392156863,-0.0000380199
2.3401960784,-0.0001709155
2.3411764706,-0.0002879575
2.3421568627,-0.000382865
2.3431372549,-0.0004536217
2.3441176471,-0.0005027271
2.3450980392,-0.0005364349
2.3460784314,-0.0005631201
2.3470588235,-0.0005911223
2.3480392157,-0.0006265456
2.3490196078,-0.0006715234
2.35,-0.0007233649
2.3509803922,-0.0007748140
2.3519607843,-0.0008153999
2.3529411765,-0.00083362
2.3539215686,-0.0008194873
2.3549019608,-0.000766891
2.3558823529,-0.000675238
2.3568627451,-0.0005499888
2.3578431373,-0.0004019421
2.3588235294,-0.0002453827
2.3598039216,-0.0000954678
2.3607843137,0.0000346139
2.3617647059,0.0001361142
2.3627450980,0.0002063132
2.3637254902,0.0002488951
2.3647058824,0.0002730374
2.3656862745,0.0002914119
2.3666666667,0.0003175195
2.3676470588,0.0003629062
2.368627451,0.0004348177
2.3696078431,0.0005347467
2.3705882353,0.0006581213
2.3715686275,0.0007951543
2.3725490196,0.0009326365
2.3735294118,0.0010562919
2.3745098039,0.0011532324
2.3754901961,0.0012140654
2.3764705882,0.0012343108
2.3774509804,0.0012149414
2.3784313725,0.0011620333
2.3794117647,0.0010856629
2.3803921569,0.0009982983
2.3813725490,0.0009129729
2.3823529412,0.0008415295
2.3833333333,0.0007931577
2.3843137255,0.0007733852
2.3852941176,0.0007835905
2.3862745098,0.000821038
2.387254902,0.0008793767
2.3882352941,0.0009495103
2.3892156863,0.0010207233
2.3901960784,0.0010819376
2.3911764706,0.001122975
2.3921568627,0.001135696
2.3931372549,0.0011149012
2.3941176471,0.0010588886
2.3950980392,0.000969602
2.3960784314,0.0008523315
2.3970588235,0.0007150012
2.3980392157,0.0005671228
2.3990196078,0.0004185569
2.4,0.0002782531
2.4009803922,0.0001531525
2.4019607843,0.0000474079
2.4029411765,-0.0000379686
2.4039215686,-0.0001049969
2.4049019608,-0.0001581919
2.4058823529,-0.0002037002
2.4068627451,-0.0002482518
2.4078431373,-0.0002980901
2.4088235294,-0.0003580304
2.4098039216,-0.0004307760
2.4107843137,-0.0005165779
2.4117647059,-0.0006132713
2.4127450980,-0.0007166784
2.4137254902,-0.0008213107
2.4147058824,-0.000921256
2.4156862745,-0.0010111149
2.4166666667,-0.0010868211
2.4176470588,-0.0011462043
2.418627451,-0.0011891905
2.4196078431,-0.0012175989
2.4205882353,-0.0012345813
2.4215686275,-0.0012438223
2.4225490196,-0.0012486825
2.4235294118,-0.0012514769
2.4245098039,-0.0012530634
2.4254901961,-0.0012528322
2.4264705882,-0.0012491016
2.4274509804,-0.001239809
2.4284313725,-0.001223313
2.4294117647,-0.0011990883
2.4303921569,-0.0011681042
2.4313725490,-0.0011327721
2.4323529412,-0.001096435
2.4333333333,-0.0010625147
2.4343137255,-0.0010335123
2.4352941176,-0.0010101193
2.4362745098,-0.0009906793
2.437254902,-0.0009711534
2.4382352941,-0.0009456504
2.4392156863,-0.0009074112
2.4401960784,-0.0008500653
2.4411764706,-0.0007688735
2.4421568627,-0.0006616993
2.4431372549,-0.0005294961
2.4441176471,-0.0003762231
2.4450980392,-0.0002082134
2.4460784314,-0.00003316
2.4470588235,0.0001410659
2.4480392157,0.0003075118
2.4490196078,0.0004609582
2.45,0.0005983243
2.4509803922,0.0007186523
2.4519607843,0.0008227393
2.4529411765,0.000912565
2.4539215686,0.0009906695
2.4549019608,0.0010596171
2.4558823529,0.0011216372
2.4568627451,0.001178451
2.4578431373,0.0012312559
2.4588235294,0.0012807855
2.4598039216,0.0013273756
2.4607843137,0.0013709771
2.4617647059,0.0014110969
2.4627450980,0.0014466946
2.4637254902,0.0014760831
2.4647058824,0.0014968965
2.4656862745,0.0015061757
2.4666666667,0.0015005984
2.4676470588,0.0014768335
2.468627451,0.0014319794
2.4696078431,0.0013640104
2.4705882353,0.0012721585
2.4715686275,0.0011571571
2.4725490196,0.0010213117
2.4735294118,0.0008683780
2.4745098039,0.0007032696
2.4754901961,0.0005316330
2.4764705882,0.000359345
2.4774509804,0.0001919841
2.4784313725,0.0000343278
2.4794117647,-0.0001100833
2.4803921569,-0.0002392812
2.4813725490,-0.0003530701
2.4823529412,-0.0004530601
2.4833333333,-0.0005425077
2.4843137255,-0.0006259466
2.4852941176,-0.0007086144
2.4862745098,-0.0007957228
2.487254902,-0.0008916487
2.4882352941,-0.0009991671
2.4892156863,-0.0011188592
2.4901960784,-0.0012488244
2.4911764706,-0.0013847863
2.4921568627,-0.0015206034
2.4931372549,-0.0016491379
2.4941176471,-0.0017633251
2.4950980392,-0.001857265
2.4960784314,-0.0019271064
2.4970588235,-0.0019715542
2.4980392157,-0.0019918762
2.4990196078,-0.0019914135
2.5,-0.0019746814
2.5009803922,-0.0019462666
2.5019607843,-0.0019097561
2.5029411765,-0.0018669479
2.5039215686,-0.0018175254
2.5049019608,-0.0017592858
2.5058823529,-0.0016888775
2.5068627451,-0.0016028907
2.5078431373,-0.0014990597
2.5088235294,-0.0013772965
2.5098039216,-0.0012403134
2.5107843137,-0.0010936727
2.5117647059,-0.0009452245
2.5127450980,-0.0008040263
2.5137254902,-0.0006789371
2.5147058824,-0.0005771615
2.5156862745,-0.0005030084
2.5166666667,-0.0004571021
2.5176470588,-0.0004361844
2.518627451,-0.0004335427
2.5196078431,-0.0004399818
2.5205882353,-0.0004451814
2.5215686275,-0.0004392043
2.5225490196,-0.0004139252
2.5235294118,-0.0003641495
2.5245098039,-0.0002882624
2.5254901961,-0.0001883134
2.5264705882,-0.0000695318
2.5274509804,0.0000606399
2.5284313725,0.0001938329
2.5294117647,0.0003221451
2.5303921569,0.0004393956
2.5313725490,0.0005420165
2.5323529412,0.0006294143
2.5333333333,0.0007037208
2.5343137255,0.0007689702
2.5352941176,0.0008298554
2.5362745098,0.0008903132
2.537254902,0.0009522405
2.5382352941,0.0010146375
2.5392156863,0.0010734012
2.5401960784,0.0011218699
2.5411764706,0.0011520575
2.5421568627,0.0011563635
2.5431372549,0.0011294193
2.5441176471,0.001069681
2.5450980392,0.0009803978
2.5460784314,0.0008696962
2.5470588235,0.0007496844
2.5480392157,0.0006346784
2.5490196078,0.0005388395
2.55,0.0004736432
2.5509803922,0.000445657
2.5519607843,0.0004550651
2.5529411765,0.0004952532
2.5539215686,0.0005535698
2.5549019608,0.0006131700
2.5558823529,0.0006556407
2.5568627451,0.0006639595
2.5578431373,0.0006252779
2.5588235294,0.0005330454
2.5598039216,0.0003881163
2.5607843137,0.0001986525
2.5617647059,-0.0000211412
2.5627450980,-0.0002532236
2.5637254902,-0.0004784786
2.5647058824,-0.0006795579
2.5656862745,-0.0008433409
2.5666666667,-0.0009626171
2.5676470588,-0.0010367557
2.568627451,-0.0010712936
2.5696078431,-0.0010765794
2.5705882353,-0.0010657486
2.5715686275,-0.0010524185
2.5725490196,-0.0010485023
2.5735294118,-0.0010625059
2.5745098039,-0.0010985413
2.5754901961,-0.001156153
2.5764705882,-0.0012308888
2.5774509804,-0.0013154288
2.5784313725,-0.0014009981
2.5794117647,-0.0014787866
2.5803921569,-0.0015411368
2.5813725490,-0.0015823477
2.5823529412,-0.0015990533
2.5833333333,-0.0015902155
2.5843137255,-0.0015568451
2.5852941176,-0.00150158
2.5862745098,-0.0014282331
2.587254902,-0.0013413795
2.5882352941,-0.0012460003
2.5892156863,-0.0011471689
2.5901960784,-0.0010497356
2.5911764706,-0.0009579917
2.5921568627,-0.0008753174
2.5931372549,-0.0008038517
2.5941176471,-0.0007442578
2.5950980392,-0.0006956483
