x0000,y0000,x0001,y0001,x0002,y0002,x0003,y0003,x0004,y0004,x0005,y0005,x0006,y0006,x0007,y0007,x0008,y0008,x0009,y0009,x0010,y0010,x0011,y0011,x0012,y0012,x0013,y0013,x0014,y0014,x0015,y0015,x0016,y0016,x0017,y0017,x0018,y0018,x0019,y0019,x0020,y0020,x0021,y0021
0.2568627451,9.4095634050,0.2568627451,11.7436053179,0.2568627451,13.9426536560,0.2568627451,16.2063343497,0.2568627451,17.8466946662,0.2568627451,19.9963024175,0.2568627451,22.0083424187,0.2568627451,24.0987605752,0.2568627451,25.9869590308,0.2568627451,27.9493359082,0.2568627451,29.9962130528,0.2568627451,32.0192714182,0.2568627451,34.0110079565,0.2568627451,36.0390688281,0.2568627451,38.0000426089,0.2568627451,39.9627123704,0.2568627451,42.0408036543,0.2568627451,44.0026105043,0.2568627451,46.0443032599,0.2568627451,47.9643757661,0.2568627451,49.9990756893,0.2568627451,8.0081845889
0.2578431373,9.4590882542,0.2578431373,11.7466841653,0.2578431373,13.9231248174,0.2578431373,16.1451568489,0.2578431373,17.8290493322,0.2578431373,20.0012972498,0.2578431373,21.9998947463,0.2578431373,24.1068973765,0.2578431373,25.9957453600,0.2578431373,27.9547121298,0.2578431373,30.0027064835,0.2578431373,32.0152858025,0.2578431373,34.0130094663,0.2578431373,36.0291294804,0.2578431373,37.9988599792,0.2578431373,39.9640862514,0.2578431373,42.0477113747,0.2578431373,44.0119170748,0.2578431373,46.037302271,0.2578431373,47.9634668981,0.2578431373,50.0004396862,0.2578431373,8.0081807015
0.2588235294,9.5142375029,0.2588235294,11.7895660451,0.2588235294,13.9033614320,0.2588235294,16.0805583572,0.2588235294,17.8159726479,0.2588235294,20.0058029971,0.2588235294,21.9909737939,0.2588235294,24.1134816969,0.2588235294,26.0045561490,0.2588235294,27.9611775142,0.2588235294,30.0086972779,0.2588235294,32.0111502875,0.2588235294,34.0137716892,0.2588235294,36.019198304,0.2588235294,37.9969851722,0.2588235294,39.9658872045,0.2588235294,42.0550503668,0.2588235294,44.0219993043,0.2588235294,46.0295638165,0.2588235294,47.9628381290,0.2588235294,50.0026531463,0.2588235294,8.0081389291
0.2598039216,9.5736700453,0.2598039216,11.8707804859,0.2598039216,13.8822177241,0.2598039216,16.0147563616,0.2598039216,17.8089565749,0.2598039216,20.0095762752,0.2598039216,21.9821908738,0.2598039216,24.118111595,0.2598039216,26.0133488619,0.2598039216,27.9683125777,0.2598039216,30.0138388351,0.2598039216,32.0073298525,0.2598039216,34.0131871321,0.2598039216,36.0098653705,0.2598039216,37.9946153402,0.2598039216,39.9681811965,0.2598039216,42.0623980122,0.2598039216,44.0324334785,0.2598039216,46.0216171101,0.2598039216,47.9628506872,0.2598039216,50.0056596826,0.2598039216,8.0080511680
0.2607843137,9.6363023506,0.2607843137,11.9848024311,0.2607843137,13.8594685542,0.2607843137,15.9491266682,0.2607843137,17.8090457125,0.2607843137,20.0121947794,0.2607843137,21.9742470217,0.2607843137,24.1204217588,0.2607843137,26.0221130771,0.2607843137,27.9756522138,0.2607843137,30.0179502038,0.2607843137,32.0042367801,0.2607843137,34.011339367,0.2607843137,36.0016046740,0.2607843137,37.9919795215,0.2607843137,39.9709331710,0.2607843137,42.0692071115,0.2607843137,44.0427153266,0.2607843137,46.0140050897,0.2607843137,47.9638546963,0.2607843137,50.0092343002,0.2607843137,8.0079168679
0.2617647059,9.7013393104,0.2617647059,12.1226866831,0.2617647059,13.8360281486,0.2617647059,15.8840952112,0.2617647059,17.8167094359,0.2617647059,20.01311605,0.2617647059,21.9678309322,0.2617647059,24.1201246558,0.2617647059,26.0308351445,0.2617647059,27.9827463737,0.2617647059,30.0210145596,0.2617647059,32.0021688178,0.2617647059,34.0084646505,0.2617647059,35.9947253111,0.2617647059,37.9892933429,0.2617647059,39.9740058937,0.2617647059,42.0748832880,0.2617647059,44.0522984756,0.2617647059,46.0071900871,0.2617647059,47.9661152330,0.2617647059,50.0129994793,0.2617647059,8.0077440946
0.2627450980,9.7682662178,0.2627450980,12.2729952946,0.2627450980,13.8138568284,0.2627450980,15.8192386735,0.2627450980,17.8317797015,0.2627450980,20.0117766837,0.2627450980,21.9635108021,0.2627450980,24.1170453773,0.2627450980,26.0394686557,0.2627450980,27.9892188878,0.2627450980,30.0231471831,0.2627450980,32.001265915,0.2627450980,34.0048961979,0.2627450980,35.9893523105,0.2627450980,37.986723462,0.2627450980,39.9771825208,0.2627450980,42.0788747993,0.2627450980,44.0606391614,0.2627450980,46.0014687537,0.2627450980,47.9697477488,0.2627450980,50.0164737445,0.2627450980,8.0075489929
0.2637254902,9.8367973086,0.2637254902,12.4229104222,0.2637254902,13.7955634118,0.2637254902,15.7535942577,0.2637254902,17.8534635724,0.2637254902,20.0077126289,0.2637254902,21.9616385936,0.2637254902,24.1111463566,0.2637254902,26.0479168786,0.2637254902,27.9948148256,0.2637254902,30.0245412608,0.2637254902,32.0014929929,0.2637254902,34.0010042645,0.2637254902,35.9854397486,0.2637254902,37.9843715213,0.2637254902,39.9802110638,0.2637254902,42.0807598868,0.2637254902,44.0672461708,0.2637254902,45.9969146600,0.2637254902,47.9746828354,0.2637254902,50.0191464765,0.2637254902,8.0073536053
0.2647058824,9.9067810618,0.2647058824,12.5594204582,0.2647058824,13.7837840904,0.2647058824,15.6861395957,0.2647058824,17.8804306895,0.2647058824,20.0006764705,0.2647058824,21.9622832856,0.2647058824,24.1025386827,0.2647058824,26.056029796,0.2647058824,27.9994283307,0.2647058824,30.0254039664,0.2647058824,32.0026517267,0.2647058824,33.997143757,0.2647058824,35.9828123047,0.2647058824,37.9822815539,0.2647058824,39.9828633132,0.2647058824,42.0803168411,0.2647058824,44.0717338758,0.2647058824,45.9933623452,0.2647058824,47.9806668900,0.2647058824,50.0205637744,0.2647058824,8.0071823577
0.2656862745,9.9780771994,0.2656862745,12.6704750379,0.2656862745,13.7804749428,0.2656862745,15.6163664950,0.2656862745,17.9109634106,0.2656862745,19.9907273016,0.2656862745,21.9652056904,0.2656862745,24.0914796484,0.2656862745,26.0636151352,0.2656862745,28.0031060521,0.2656862745,30.0258968953,0.2656862745,32.0044192218,0.2656862745,33.9936167661,0.2656862745,35.9812257324,0.2656862745,37.980467499,0.2656862745,39.9849954372,0.2656862745,42.077564813,0.2656862745,44.0738733734,0.2656862745,45.990438327,0.2656862745,47.9873002739,0.2656862745,50.0204068291,0.2656862745,8.0070579978
0.2666666667,10.0504257902,0.2666666667,12.7460157648,0.2666666667,13.786284134,0.2666666667,15.5448444951,0.2666666667,17.9431502964,0.2666666667,19.9782734832,0.2666666667,21.9698798905,0.2666666667,24.0783579089,0.2666666667,26.0704595061,0.2666666667,28.0060254692,0.2666666667,30.0260932845,0.2666666667,32.0064067508,0.2666666667,33.9906524750,0.2666666667,35.9804327284,0.2666666667,37.978951144,0.2666666667,39.9865957825,0.2666666667,42.0727678972,0.2666666667,44.0736344674,0.2666666667,45.9876352544,0.2666666667,47.9941026602,0.2666666667,50.0185536884,0.2666666667,8.0069975085
0.2676470588,10.1233342909,0.2676470588,12.7788078118,0.2676470588,13.8001617138,0.2676470588,15.4736603342,0.2676470588,17.9750963732,0.2676470588,19.9640568797,0.2676470588,21.9755586051,0.2676470588,24.0636692285,0.2676470588,26.0763547338,0.2676470588,28.0084516594,0.2676470588,30.0259608843,0.2676470588,32.0082281748,0.2676470588,33.9884024372,0.2676470588,35.9802398675,0.2676470588,37.9777972935,0.2676470588,39.9878069375,0.2676470588,42.0664018545,0.2676470588,44.0712084404,0.2676470588,45.984416066,0.2676470588,48.0005980614,0.2676470588,50.0151071498,0.2676470588,8.0070090362
0.268627451,10.1960063877,0.268627451,12.7650158107,0.268627451,13.8193217298,0.268627451,15.4066256113,0.268627451,18.0051216573,0.268627451,19.9490778511,0.268627451,21.9813718402,0.268627451,24.0479857655,0.268627451,26.081123766,0.268627451,28.0106802,0.268627451,30.0253733628,0.268627451,32.0095659399,0.268627451,33.9869461193,0.268627451,35.9805432108,0.268627451,37.9771335762,0.268627451,39.9889139847,0.268627451,42.0590873081,0.268627451,44.0670034808,0.268627451,45.9803283178,0.268627451,48.0063984609,0.268627451,50.0103862086,0.268627451,8.0070903158
0.2696078431,10.2673293231,0.2696078431,12.7044877672,0.2696078431,13.8396003878,0.2696078431,15.3491772443,0.2696078431,18.0319213934,0.2696078431,19.9344708777,0.2696078431,21.9864425447,0.2696078431,24.0319219644,0.2696078431,26.0846416865,0.2696078431,28.0129763678,0.2696078431,30.0241474144,0.2696078431,32.0102229996,0.2696078431,33.9863011335,0.2696078431,35.9813355113,0.2696078431,37.9771470006,0.2696078431,39.9902985445,0.2696078431,42.0515004031,0.2696078431,44.0616060062,0.2696078431,45.9751063266,0.2696078431,48.0112719284,0.2696078431,50.004887571,0.2696078431,8.0072290365
0.2705882353,10.3359245802,0.2705882353,12.6007311282,0.2705882353,13.8561704187,0.2705882353,15.3079390977,0.2705882353,18.0546670033,0.2705882353,19.9213501097,0.2705882353,21.9900001848,0.2705882353,24.0160993485,0.2705882353,26.0868489378,0.2705882353,28.0155218987,0.2705882353,30.0220970336,0.2705882353,32.0101515612,0.2705882353,33.9864334569,0.2705882353,35.982684271,0.2705882353,37.9780561283,0.2705882353,39.9923663255,0.2705882353,42.0442744886,0.2705882353,44.0557081169,0.2705882353,45.9687405813,0.2705882353,48.015177089,0.2705882353,49.9992165724,0.2705882353,8.00740491
0.2715686275,10.4002568055,0.2715686275,12.4605868387,0.2715686275,13.8644927776,0.2715686275,15.2899755981,0.2715686275,18.0730357275,0.2715686275,19.9106495413,0.2715686275,21.9914739349,0.2715686275,24.0011115558,0.2715686275,26.0877558539,0.2715686275,28.0183791892,0.2715686275,30.0190932638,0.2715686275,32.0094538535,0.2715686275,33.9872655768,0.2715686275,35.9846871592,0.2715686275,37.9800656145,0.2715686275,39.9954624656,0.2715686275,42.0379073101,0.2715686275,44.0500083190,0.2715686275,45.9615003087,0.2715686275,48.0182625143,0.2715686275,49.9940037754,0.2715686275,8.0075932278
0.2725490196,10.4587804327,0.2725490196,12.2936298812,0.2725490196,13.8613286689,0.2725490196,15.3018214441,0.2725490196,18.0871677155,0.2725490196,19.9029845369,0.2725490196,21.9905514743,0.2725490196,23.987490716,0.2725490196,26.0874385448,0.2725490196,28.0214797932,0.2725490196,30.0151164558,0.2725490196,32.0083551655,0.2725490196,33.9886827611,0.2725490196,35.9874166079,0.2725490196,37.9833151825,0.2725490196,39.9997925837,0.2725490196,42.0326889901,0.2725490196,44.0451002420,0.2725490196,45.9539040814,0.2725490196,48.0208275046,0.2725490196,49.9898219391,0.2725490196,8.0077690218
0.2735294118,10.5101015680,0.2735294118,12.1113445147,0.2735294118,13.8456109972,0.2735294118,15.3484250717,0.2735294118,18.0975598549,0.2735294118,19.8985576076,0.2735294118,21.9871958958,0.2735294118,23.9756760260,0.2735294118,26.0860273264,0.2735294118,28.0246394714,0.2735294118,30.0102898694,0.2735294118,32.0071546443,0.2735294118,33.9905395596,0.2735294118,35.9908682598,0.2735294118,37.987837161,0.2735294118,40.0053669479,0.2735294118,42.0286606345,0.2735294118,44.041369111,0.2735294118,45.9466437306,0.2735294118,48.0232516073,0.2735294118,49.9871113495,0.2735294118,8.0079112121
0.2745098039,10.5531238801,0.2745098039,11.9261452627,0.2745098039,13.8189914219,0.2745098039,15.4321737751,0.2745098039,18.1049160537,0.2745098039,19.8971254581,0.2745098039,21.9816211605,0.2745098039,23.9659859520,0.2745098039,26.0836897752,0.2745098039,28.0275969185,0.2745098039,30.0048873312,0.2745098039,32.0061632753,0.2745098039,33.9926689477,0.2745098039,35.9949269847,0.2745098039,37.9935343478,0.2745098039,40.0119802688,0.2745098039,42.0256110288,0.2745098039,44.0389179487,0.2745098039,45.9404757899,0.2745098039,48.0259050334,0.2745098039,49.9861300575,0.2745098039,8.0080057972
0.2754901961,10.5871552484,0.2754901961,11.7503277073,0.2754901961,13.785930566,0.2754901961,15.5521659379,0.2754901961,18.1099788744,0.2754901961,19.8980336580,0.2754901961,21.9742336632,0.2754901961,23.9585962351,0.2754901961,26.0806097072,0.2754901961,28.0300686259,0.2754901961,29.9993129036,0.2754901961,32.0056409158,0.2754901961,33.9948954903,0.2754901961,35.9993602128,0.2754901961,38.0001842999,0.2754901961,40.0192324698,0.2754901961,42.0231115485,0.2754901961,44.0375414138,0.2754901961,45.9361008669,0.2754901961,48.0290600767,0.2754901961,49.9869271685,0.2754901961,8.0080476324
0.2764705882,10.6119559350,0.2764705882,11.595044724,0.2764705882,13.7532814006,0.2764705882,15.7038746017,0.2764705882,18.1133713034,0.2764705882,19.9003149072,0.2764705882,21.9655529515,0.2764705882,23.9535264679,0.2764705882,26.0769642067,0.2764705882,28.0318092668,0.2764705882,29.9940560976,0.2764705882,32.0057442532,0.2764705882,33.9970521562,0.2764705882,36.0038415364,0.2764705882,38.0074687989,0.2764705882,40.0265864172,0.2764705882,42.020584767,0.2764705882,44.036757749,0.2764705882,45.9340530236,0.2764705882,48.0328185215,0.2764705882,49.9893466713,0.2764705882,8.0080405518
0.2774509804,10.6277222164,0.2774509804,11.4694029964,0.2774509804,13.7294067822,0.2774509804,15.8792878893,0.2774509804,18.1154746789,0.2774509804,19.9028373702,0.2774509804,21.956126991,0.2774509804,23.9506383846,0.2774509804,26.0729009522,0.2774509804,28.0326655028,0.2774509804,29.9896308369,0.2774509804,32.0064954533,0.2774509804,33.9989983173,0.2774509804,36.0080001593,0.2774509804,38.0150203854,0.2774509804,40.0334512866,0.2774509804,42.0173971269,0.2774509804,44.0358978469,0.2774509804,45.9346190852,0.2774509804,48.0370724843,0.2774509804,49.9930585379,0.2774509804,8.0079958933
0.2784313725,10.6350087401,0.2784313725,11.3797660387,0.2784313725,13.7229590179,0.2784313725,16.0675406339,0.2784313725,18.1163633263,0.2784313725,19.9044805666,0.2784313725,21.9464567206,0.2784313725,23.9496484151,0.2784313725,26.0685183346,0.2784313725,28.0326127326,0.2784313725,29.9865092602,0.2784313725,32.0077773301,0.2784313725,34.0006350400,0.2784313725,36.0114853118,0.2784313725,38.0224737347,0.2784313725,40.0392747391,0.2784313725,42.0129621507,0.2784313725,44.0342377945,0.2784313725,45.9378010839,0.2784313725,48.0415011735,0.2784313725,49.9976078931,0.2784313725,8.007929583
0.2794117647,10.6346069074,0.2794117647,11.3293306990,0.2794117647,13.7415125563,0.2794117647,16.2559686335,0.2794117647,18.1158068365,0.2794117647,19.9043134649,0.2794117647,21.9369408668,0.2794117647,23.9501554481,0.2794117647,26.0638516488,0.2794117647,28.0317674402,0.2794117647,29.9850620025,0.2794117647,32.0093558098,0.2794117647,34.001913709,0.2794117647,36.0140307328,0.2794117647,38.0295093554,0.2794117647,40.0436256034,0.2794117647,42.0068388924,0.2794117647,44.0311510768,0.2794117647,45.9433264281,0.2794117647,48.0456123639,0.2794117647,50.0024745326,0.2794117647,8.0078589633
0.2803921569,10.6274036227,0.2803921569,11.3180150934,0.2803921569,13.7902709596,0.2803921569,16.4314449628,0.2803921569,18.1133407253,0.2803921569,19.9017484335,0.2803921569,21.9278465329,0.2803921569,23.9516829367,0.2803921569,26.0588681152,0.2803921569,28.0303726639,0.2803921569,29.9855149098,0.2803921569,32.010925306,0.2803921569,34.0028351806,0.2803921569,36.0155041721,0.2803921569,38.0358803008,0.2803921569,40.0462516296,0.2803921569,41.9988107713,0.2803921569,44.026250008,0.2803921569,45.9507014178,0.2803921569,48.0488206609,0.2803921569,50.0071360708,0.2803921569,8.0077994114
0.2813725490,10.6142474123,0.2813725490,11.3426637259,0.2813725490,13.8710588990,0.2813725490,16.5818059992,0.2813725490,18.1083944966,0.2813725490,19.8966490552,0.2813725490,21.9193052732,0.2813725490,23.9537315674,0.2813725490,26.0534735753,0.2813725490,28.0287593904,0.2813725490,29.9879284347,0.2813725490,32.012168372,0.2813725490,34.0034389888,0.2813725490,36.0159300663,0.2813725490,38.0414185937,0.2813725490,40.0471017544,0.2813725490,41.9889320356,0.2813725490,44.0194864216,0.2813725490,45.9592960129,0.2813725490,48.0505476267,0.2813725490,50.0111225033,0.2813725490,8.0077617931
0.2823529412,10.5958464847,0.2823529412,11.3975383576,0.2823529412,13.9817646529,0.2823529412,16.6971541410,0.2823529412,18.1004572835,0.2823529412,19.8893767266,0.2823529412,21.9113284724,0.2823529412,23.9558363018,0.2823529412,26.0475314148,0.2823529412,28.0272916322,0.2823529412,29.9922015085,0.2823529412,32.0128182572,0.2823529412,34.0037847706,0.2823529412,36.0154799094,0.2823529412,38.0460242704,0.2823529412,40.0463107179,0.2823529412,41.9775333067,0.2823529412,44.0111882282,0.2823529412,45.9684429581,0.2823529412,48.0503279117,0.2823529412,50.0140620843,0.2823529412,8.0077509367
0.2833333333,10.5727202333,0.2833333333,11.4750342605,0.2833333333,14.1163239371,0.2833333333,16.7708428153,0.2833333333,18.0892545812,0.2833333333,19.8807703817,0.2833333333,21.9038340045,0.2833333333,23.9576204131,0.2833333333,26.0408923023,0.2833333333,28.0263055927,0.2833333333,29.9980969314,0.2833333333,32.0127125041,0.2833333333,34.0039304236,0.2833333333,36.0144324702,0.2833333333,38.0496452493,0.2833333333,40.0441504594,0.2833333333,41.9651838587,0.2833333333,44.0020209828,0.2833333333,45.9775332754,0.2833333333,48.0479021495,0.2833333333,50.0157078005,0.2833333333,8.0077655152
0.2843137255,10.54520805,0.2843137255,11.5665337019,0.2843137255,14.2652508515,0.2843137255,16.8,0.2843137255,18.0749070508,0.2843137255,19.8720630951,0.2843137255,21.89667408,0.2843137255,23.9588380368,0.2843137255,26.0334306678,0.2843137255,28.026054499,0.2843137255,30.0052818479,0.2843137255,32.0118274046,0.2843137255,34.0039128553,0.2843137255,36.0131129810,0.2843137255,38.0522578892,0.2843137255,40.0409600850,0.2843137255,41.9526144021,0.2843137255,43.9928789551,0.2843137255,45.9860927521,0.2843137255,48.0432785819,0.2843137255,50.0159495061,0.2843137255,8.0077990934
0.2852941176,10.5135329782,0.2852941176,11.6633001280,0.2852941176,14.4166365832,0.2852941176,16.7855275201,0.2852941176,18.0580437518,0.2852941176,19.8647479888,0.2852941176,21.8896575753,0.2852941176,23.9593984716,0.2852941176,26.0250815177,0.2852941176,28.0266691797,0.2852941176,30.0133747671,0.2852941176,32.0102867802,0.2852941176,34.0037364256,0.2852941176,36.011825624,0.2852941176,38.0538570452,0.2852941176,40.0370687263,0.2852941176,41.9406111661,0.2852941176,43.9847255525,0.2852941176,45.9938288226,0.2852941176,48.0367517287,0.2852941176,50.0148099731,0.2852941176,8.0078421882
0.2862745098,10.4779000613,0.2862745098,11.7573123229,0.2862745098,14.5574698567,0.2862745098,16.7316008855,0.2862745098,18.0398472647,0.2862745098,19.8604120448,0.2862745098,21.8825629022,0.2862745098,23.9593676383,0.2862745098,26.0158701417,0.2862745098,28.0281408833,0.2862745098,30.0219906621,0.2862745098,32.008343253,0.2862745098,34.003372832,0.2862745098,36.0107947392,0.2862745098,38.0544594329,0.2862745098,40.0327278067,0.2862745098,41.9298973540,0.2862745098,43.9784143523,0.2862745098,46.0006438806,0.2862745098,48.0288687038,0.2862745098,50.0124279919,0.2862745098,8.007884645
0.287254902,10.4386054627,0.287254902,11.8419533883,0.287254902,14.6750936283,0.287254902,16.644783474,0.287254902,18.0220171873,0.287254902,19.8605604781,0.287254902,21.8751431468,0.287254902,23.958945858,0.287254902,26.0059276758,0.287254902,28.0303283009,0.287254902,30.0307773154,0.287254902,32.0063354468,0.287254902,34.0027726364,0.287254902,36.0101281789,0.287254902,38.0541191658,0.287254902,40.0280655041,0.287254902,41.9210212416,0.287254902,43.9745269796,0.287254902,46.0066172676,0.287254902,48.0203517979,0.287254902,50.0090326495,0.287254902,8.0079180267
0.2882352941,10.3961256738,0.2882352941,11.9124920226,0.2882352941,14.7586014107,0.2882352941,16.5329269254,0.2882352941,18.0066480613,0.2882352941,19.8664528406,0.2882352941,21.8671286462,0.2882352941,23.9584247644,0.2882352941,25.9954880022,0.2882352941,28.0329859260,0.2882352941,30.0394390508,0.2882352941,32.0046287807,0.2882352941,34.0018857857,0.2882352941,36.0098105476,0.2882352941,38.0529479080,0.2882352941,40.0230727653,0.2882352941,41.9142706930,0.2882352941,43.9732614217,0.2882352941,46.0119629610,0.2882352941,48.0119893379,0.2882352941,50.0049104657,0.2882352941,8.0079372716
0.2892156863,10.3511631676,0.2892156863,11.9663221314,0.2892156863,14.8,0.2892156863,16.4040666078,0.2892156863,17.9960299779,0.2892156863,19.8789709983,0.2892156863,21.8582342784,0.2892156863,23.9581299498,0.2892156863,25.9848651641,0.2892156863,28.0358066226,0.2892156863,30.0477471099,0.2892156863,32.0035506546,0.2892156863,34.00068556,0.2892156863,36.0097268272,0.2892156863,38.0511299687,0.2892156863,40.0176231871,0.2892156863,41.9096307327,0.2892156863,43.9743940341,0.2892156863,46.0169728939,0.2892156863,48.0045104084,0.2892156863,50.0003717835,0.2892156863,8.0079414589
0.2901960784,10.3046308695,0.2901960784,12.0029594321,0.2901960784,14.795009394,0.2901960784,16.2655061307,0.2901960784,17.9923906481,0.2901960784,19.8985320005,0.2901960784,21.8481798408,0.2901960784,23.9583582985,0.2901960784,25.9744150345,0.2901960784,28.0384694358,0.2901960784,30.0555389155,0.2901960784,32.0033315376,0.2901960784,33.9991891072,0.2901960784,36.0097094377,0.2901960784,38.0489223505,0.2901960784,40.0115226612,0.2901960784,41.9067939883,0.2901960784,43.9773232799,0.2901960784,46.0219562426,0.2901960784,47.99846935,0.2901960784,49.9957184910,0.2901960784,8.0079334933
0.2911764706,10.2575754940,0.2911764706,12.0238211976,0.2911764706,14.7434271321,0.2911764706,16.1232341313,0.2911764706,17.9976072524,0.2911764706,19.9250533923,0.2911764706,21.8367275096,0.2911764706,23.9593196710,0.2911764706,25.9644889067,0.2911764706,28.0406828924,0.2911764706,30.0627101227,0.2911764706,32.0040623297,0.2911764706,33.9974683472,0.2911764706,36.0095963417,0.2911764706,38.0466336405,0.2911764706,40.0045789429,0.2911764706,41.9052255375,0.2911764706,43.9811860625,0.2911764706,46.0271837902,0.2911764706,47.9941599026,0.2911764706,49.9912094467,0.2911764706,8.0079188555
0.2921568627,10.2110499577,0.2921568627,12.0318375537,0.2921568627,14.649049348,0.2921568627,15.9817503781,0.2921568627,18.0129227708,0.2921568627,19.9579708418,0.2921568627,21.8237373277,0.2921568627,23.9610922776,0.2921568627,25.9553890920,0.2921568627,28.0422160667,0.2921568627,30.0692035891,0.2921568627,32.0056751546,0.2921568627,33.9956472859,0.2921568627,36.0092851714,0.2921568627,38.0445818425,0.2921568627,39.9966771357,0.2921568627,41.9042725448,0.2921568627,43.9850221275,0.2921568627,46.0328438254,0.2921568627,47.9915768827,0.2921568627,49.9870371511,0.2921568627,8.0079037314
0.2931372549,10.1659618233,0.2931372549,12.0309553058,0.2931372549,14.5191885608,0.2931372549,15.8442791012,0.2931372549,18.0387043349,0.2931372549,19.9963019841,0.2931372549,21.8092346756,0.2931372549,23.9635981718,0.2931372549,25.9473367874,0.2931372549,28.0429131144,0.2931372549,30.0749985298,0.2931372549,32.0079505133,0.2931372549,33.9938852354,0.2931372549,36.0087697645,0.2931372549,38.0430379700,0.2931372549,39.9878455532,0.2931372549,41.9033008934,0.2931372549,43.9879525431,0.2931372549,46.0390133506,0.2931372549,47.9904319647,0.2931372549,49.983306076,0.2931372549,8.0078930975
0.2941176471,10.1229288557,0.2941176471,12.0255987591,0.2941176471,14.3638784053,0.2941176471,15.713272745,0.2941176471,18.0742792897,0.2941176471,20.0387449407,0.2941176471,21.7934797484,0.2941176471,23.9666024001,0.2941176471,25.9404597893,0.2941176471,28.0426908288,0.2941176471,30.0801018808,0.2941176471,32.0105489805,0.2941176471,33.9923494124,0.2941176471,36.0081500291,0.2941176471,38.0421680926,0.2941176471,39.9782976481,0.2941176471,41.9018329078,0.2941176471,43.9893356768,0.2941176471,46.0456456411,0.2941176471,47.9902189983,0.2941176471,49.9800248113,0.2941176471,8.0078890952
0.2950980392,10.0821741976,0.2950980392,12.0201471663,0.2950980392,14.1948683578,0.2950980392,15.5910459906,0.2950980392,18.1178781226,0.2950980392,20.0837969914,0.2950980392,21.7770245689,0.2950980392,23.9697350596,0.2950980392,25.9348029447,0.2950980392,28.0415228132,0.2950980392,30.0845413225,0.2950980392,32.0130615965,0.2950980392,33.9911833885,0.2950980392,36.0076128196,0.2950980392,38.0419886663,0.2950980392,39.9684403751,0.2950980392,41.8996592097,0.2950980392,43.9888699414,0.2950980392,46.0525732443,0.2950980392,47.9903190175,0.2950980392,49.9771059889,0.2950980392,8.0078903564
0.2960784314,10.043487125,0.2960784314,12.0184777951,0.2960784314,14.024527291,0.2960784314,15.4803576170,0.2960784314,18.1667019987,0.2960784314,20.1298776287,0.2960784314,21.7607424359,0.2960784314,23.9725325233,0.2960784314,25.9303587515,0.2960784314,28.0394166637,0.2960784314,30.0883589089,0.2960784314,32.0150701952,0.2960784314,33.9904795309,0.2960784314,36.0073889333,0.2960784314,38.0423488267,0.2960784314,39.9588445937,0.2960784314,41.8968999507,0.2960784314,43.9866246296,0.2960784314,46.0595244641,0.2960784314,47.990124904,0.2960784314,49.9743796029,0.2960784314,8.0078923684
0.2970588235,10.0062607568,0.2970588235,12.0236095894,0.2970588235,13.8647617073,0.2970588235,15.3847714106,0.2970588235,18.2171183836,0.2970588235,20.1754410568,0.2970588235,21.7458177828,0.2970588235,23.9744907480,0.2970588235,25.9271096628,0.2970588235,28.0363915439,0.2970588235,30.0916038490,0.2970588235,32.0162077980,0.2970588235,33.9902628988,0.2970588235,36.0076970801,0.2970588235,38.0429477827,0.2970588235,39.9501811074,0.2970588235,41.8939995881,0.2970588235,43.9829959529,0.2970588235,46.06615042,0.2970588235,47.9891609531,0.2970588235,49.9716200019,0.2970588235,8.0078888504
0.2980392157,9.9696044178,0.2980392157,12.0374683956,0.2980392157,13.7260417625,0.2980392157,15.308683501,0.2980392157,18.2649703346,0.2980392157,20.2190662062,0.2980392157,21.7336884499,0.2980392157,23.9751228194,0.2980392157,25.9250704053,0.2980392157,28.0324628915,0.2980392157,30.0943230744,0.2980392157,32.0162097105,0.2980392157,33.9904913183,0.2980392157,36.0086889845,0.2980392157,38.0433872867,0.2980392157,39.9431320712,0.2980392157,41.8916516441,0.2980392157,43.9786012464,0.2980392157,46.0720594221,0.2980392157,47.9871726933,0.2980392157,49.9685843520,0.2980392157,8.0078738604
0.2990196078,9.9325113218,0.2990196078,12.0607813189,0.2990196078,13.6166054837,0.2990196078,15.2569785002,0.2990196078,18.3059695901,0.2990196078,20.2595155526,0.2990196078,21.7259395722,0.2990196078,23.9740125134,0.2990196078,25.9243176506,0.2990196078,28.0276383328,0.2990196078,30.0965501983,0.2990196078,32.0149480702,0.2990196078,33.9910723537,0.2990196078,36.0104093435,0.2990196078,38.0432504654,0.2990196078,39.9382926837,0.2990196078,41.8906644599,0.2990196078,43.974136685,0.2990196078,46.0768555224,0.2990196078,47.9841714520,0.2990196078,49.9650538745,0.2990196078,8.0078441426
0.3,9.8940514227,0.3,12.0930970873,0.3,13.5418900115,0.3,15.2343651917,0.3,18.3361282279,0.3,20.2957605921,0.3,21.7241573842,0.3,23.9708572941,0.3,25.9249965820,0.3,28.0219256204,0.3,30.0982946991,0.3,32.0124454729,0.3,33.9918929054,0.3,36.0127805095,0.3,38.0421908475,0.3,39.9360802822,0.3,41.8917923583,0.3,43.9702302094,0.3,46.0801771998,0.3,47.9804270436,0.3,49.9608821915,0.3,8.0078010405
