Record Length,2500,Points,0.0,-5.11999989,,Record Length,2500,Points,0.0,-5.11999989,,Record Length,2500,Points,0.0,-5.11999989,,Record Length,2500,Points,0.0,-5.11999989,
Sample Interval,19.9999996E-3,s,19.9999996E-3,-5.11999989,,Sample Interval,19.9999996E-3,s,19.9999996E-3,-5.11999989,,Sample Interval,19.9999996E-3,s,19.9999996E-3,-5.11999989,,Sample Interval,19.9999996E-3,s,19.9999996E-3,-5.11999989,
Trigger Point,0.0,Samples,39.99999911E-3,-5.11999989,,Trigger Point,0.0,Samples,39.99999911E-3,-5.11999989,,Trigger Point,0.0,Samples,39.99999911E-3,-5.11999989,,Trigger Point,0.0,Samples,39.99999911E-3,-5.11999989,
,,,59.999998659E-3,-5.11999989,,,,,59.999998659E-3,-5.11999989,,,,,59.999998659E-3,-5.11999989,,,,,59.999998659E-3,-5.11999989,
,,,79.999998212E-3,-5.11999989,,,,,79.999998212E-3,-5.11999989,,,,,79.999998212E-3,-5.11999989,,,,,79.999998212E-3,-5.11999989,
,,,99.999994040E-3,-5.11999989,,,,,99.999994040E-3,-5.11999989,,,,,99.999994040E-3,-5.11999989,,,,,99.999994040E-3,-5.11999989,
Source,CH1,,119.9999973E-3,-5.11999989,,Source,CH2,,119.9999973E-3,-5.11999989,,Source,CH3,,119.9999973E-3,-5.11999989,,Source,CH4,,119.9999973E-3,-5.11999989,
Vertical Units,Volts,,140.0000006E-3,-5.11999989,,Vertical Units,Volts,,140.0000006E-3,-5.11999989,,Vertical Units,Volts,,140.0000006E-3,-5.11999989,,Vertical Units,Volts,,140.0000006E-3,-5.11999989,
Vertical Scale,999.999977648E-3,,159.99999642E-3,-5.11999989,,Vertical Scale,999.999977648E-3,,159.99999642E-3,-5.11999989,,Vertical Scale,999.999977648E-3,,159.99999642E-3,-5.11999989,,Vertical Scale,999.999977648E-3,,159.99999642E-3,-5.11999989,
Vertical Offset,0,,179.99999225E-3,-5.11999989,,Vertical Offset,0,,179.99999225E-3,-5.11999989,,Vertical Offset,0,,179.99999225E-3,-5.11999989,,Vertical Offset,0,,179.99999225E-3,-5.11999989,
Horizontal Units,s,,199.99998808E-3,-5.11999989,,Horizontal Units,s,,199.99998808E-3,-5.11999989,,Horizontal Units,s,,199.99998808E-3,-5.11999989,,Horizontal Units,s,,199.99998808E-3,-5.11999989,
Horizontal Scale,4.99999989,,219.99999881E-3,-5.11999989,,Horizontal Scale,4.99999989,,219.99999881E-3,-5.11999989,,Horizontal Scale,4.99999989,,219.99999881E-3,-5.11999989,,Horizontal Scale,4.99999989,,219.99999881E-3,-5.11999989,
Pt Fmt,Y,,239.99999464E-3,-5.11999989,,Pt Fmt,Y,,239.99999464E-3,-5.11999989,,Pt Fmt,Y,,239.99999464E-3,-5.11999989,,Pt Fmt,Y,,239.99999464E-3,-5.11999989,
Yzero,0.0,,259.99999046E-3,-5.11999989,,Yzero,0.0,,259.99999046E-3,-5.11999989,,Yzero,0.0,,259.99999046E-3,-5.11999989,,Yzero,0.0,,259.99999046E-3,-5.11999989,
Probe Atten,1.000000,,280.00000119E-3,-5.11999989,,Probe Atten,1.000000,,280.00000119E-3,-5.11999989,,Probe Atten,1.000000,,280.00000119E-3,-5.11999989,,Probe Atten,1.000000,,280.00000119E-3,-5.11999989,
,,,299.99998212E-3,-5.11999989,,,,,299.99998212E-3,-5.11999989,,,,,299.99998212E-3,-5.11999989,,,,,299.99998212E-3,-5.11999989,
Note,TDS 2004B - 2:02:32 AM   7/14/2026,,319.99999285E-3,-5.11999989,,Note,TDS 2004B - 2:02:32 AM   7/14/2026,,319.99999285E-3,-5.11999989,,Note,TDS 2004B - 2:02:32 AM   7/14/2026,,319.99999285E-3,-5.11999989,,Note,TDS 2004B - 2:02:32 AM   7/14/2026,,319.99999285E-3,-5.11999989,
,,,340.00000358E-3,-5.11999989,,,,,340.00000358E-3,-5.11999989,,,,,340.00000358E-3,-5.11999989,,,,,340.00000358E-3,-5.11999989,
,,,359.99998450E-3,-5.11999989,,,,,359.99998450E-3,-5.11999989,,,,,359.99998450E-3,-5.11999989,,,,,359.99998450E-3,-5.11999989,
,,,379.99999523E-3,-5.11999989,,,,,379.99999523E-3,-5.11999989,,,,,379.99999523E-3,-5.11999989,,,,,379.99999523E-3,-5.11999989,
,,,399.99997616E-3,-5.11999989,,,,,399.99997616E-3,-5.11999989,,,,,399.99997616E-3,-5.11999989,,,,,399.99997616E-3,-5.11999989,
,,,419.999986887E-3,-5.11999989,,,,,419.999986887E-3,-5.11999989,,,,,419.999986887E-3,-5.11999989,,,,,419.999986887E-3,-5.11999989,
,,,439.999997616E-3,-5.11999989,,,,,439.999997616E-3,-5.11999989,,,,,439.999997616E-3,-5.11999989,,,,,439.999997616E-3,-5.11999989,
,,,459.999978542E-3,-5.11999989,,,,,459.999978542E-3,-5.11999989,,,,,459.999978542E-3,-5.11999989,,,,,459.999978542E-3,-5.11999989,
,,,479.999989271E-3,-5.11999989,,,,,479.999989271E-3,-5.11999989,,,,,479.999989271E-3,-5.11999989,,,,,479.999989271E-3,-5.11999989,
,,,500.000000000E-3,-5.11999989,,,,,500.000000000E-3,-5.11999989,,,,,500.000000000E-3,-5.11999989,,,,,500.000000000E-3,-5.11999989,
,,,519.999980927E-3,-5.11999989,,,,,519.999980927E-3,-5.11999989,,,,,519.999980927E-3,-5.11999989,,,,,519.999980927E-3,-5.11999989,
,,,539.999961853E-3,-5.11999989,,,,,539.999961853E-3,-5.11999989,,,,,539.999961853E-3,-5.11999989,,,,,539.999961853E-3,-5.11999989,
,,,560.000002384E-3,-5.11999989,,,,,560.000002384E-3,-5.11999989,,,,,560.000002384E-3,-5.11999989,,,,,560.000002384E-3,-5.11999989,
,,,579.999983311E-3,-5.11999989,,,,,579.999983311E-3,-5.11999989,,,,,579.999983311E-3,-5.11999989,,,,,579.999983311E-3,-5.11999989,
,,,599.999964237E-3,-5.11999989,,,,,599.999964237E-3,-5.11999989,,,,,599.999964237E-3,-5.11999989,,,,,599.999964237E-3,-5.11999989,
,,,620.000004768E-3,-5.11999989,,,,,620.000004768E-3,-5.11999989,,,,,620.000004768E-3,-5.11999989,,,,,620.000004768E-3,-5.11999989,
,,,639.999985695E-3,-5.11999989,,,,,639.999985695E-3,-5.11999989,,,,,639.999985695E-3,-5.11999989,,,,,639.999985695E-3,-5.11999989,
,,,659.999966621E-3,-5.11999989,,,,,659.999966621E-3,-5.11999989,,,,,659.999966621E-3,-5.11999989,,,,,659.999966621E-3,-5.11999989,
,,,680.000007153E-3,-5.11999989,,,,,680.000007153E-3,-5.11999989,,,,,680.000007153E-3,-5.11999989,,,,,680.000007153E-3,-5.11999989,
,,,699.999988079E-3,-5.11999989,,,,,699.999988079E-3,-5.11999989,,,,,699.999988079E-3,-5.11999989,,,,,699.999988079E-3,-5.11999989,
,,,719.999969006E-3,-5.11999989,,,,,719.999969006E-3,-5.11999989,,,,,719.999969006E-3,-5.11999989,,,,,719.999969006E-3,-5.11999989,
,,,740.000009537E-3,-5.11999989,,,,,740.000009537E-3,-5.11999989,,,,,740.000009537E-3,-5.11999989,,,,,740.000009537E-3,-5.11999989,
,,,759.999990463E-3,-5.11999989,,,,,759.999990463E-3,-5.11999989,,,,,759.999990463E-3,-5.11999989,,,,,759.999990463E-3,-5.11999989,
,,,779.999971390E-3,-5.11999989,,,,,779.999971390E-3,-5.11999989,,,,,779.999971390E-3,-5.11999989,,,,,779.999971390E-3,-5.11999989,
,,,799.999952316E-3,-5.11999989,,,,,799.999952316E-3,-5.11999989,,,,,799.999952316E-3,-5.11999989,,,,,799.999952316E-3,-5.11999989,
,,,819.999992847E-3,-5.11999989,,,,,819.999992847E-3,-5.11999989,,,,,819.999992847E-3,-5.11999989,,,,,819.999992847E-3,-5.11999989,
,,,839.999973774E-3,-5.11999989,,,,,839.999973774E-3,-5.11999989,,,,,839.999973774E-3,-5.11999989,,,,,839.999973774E-3,-5.11999989,
,,,859.999954700E-3,-5.11999989,,,,,859.999954700E-3,-5.11999989,,,,,859.999954700E-3,-5.11999989,,,,,859.999954700E-3,-5.11999989,
,,,879.999995232E-3,-5.11999989,,,,,879.999995232E-3,-5.11999989,,,,,879.999995232E-3,-5.11999989,,,,,879.999995232E-3,-5.11999989,
,,,899.999976158E-3,-5.11999989,,,,,899.999976158E-3,-5.11999989,,,,,899.999976158E-3,-5.11999989,,,,,899.999976158E-3,-5.11999989,
,,,919.999957085E-3,-5.11999989,,,,,919.999957085E-3,-5.11999989,,,,,919.999957085E-3,-5.11999989,,,,,919.999957085E-3,-5.11999989,
,,,939.999997616E-3,-5.11999989,,,,,939.999997616E-3,-5.11999989,,,,,939.999997616E-3,-5.11999989,,,,,939.999997616E-3,-5.11999989,
,,,959.999978542E-3,-5.11999989,,,,,959.999978542E-3,-5.11999989,,,,,959.999978542E-3,-5.11999989,,,,,959.999978542E-3,-5.11999989,
,,,979.999959469E-3,-5.11999989,,,,,979.999959469E-3,-5.11999989,,,,,979.999959469E-3,-5.11999989,,,,,979.999959469E-3,-5.11999989,
,,,1.000000,-5.11999989,,,,,1.000000,-5.11999989,,,,,1.000000,-5.11999989,,,,,1.000000,-5.11999989,
,,,1.0200000,-5.11999989,,,,,1.0200000,-5.11999989,,,,,1.0200000,-5.11999989,,,,,1.0200000,-5.11999989,
,,,1.0400000,-5.11999989,,,,,1.0400000,-5.11999989,,,,,1.0400000,-5.11999989,,,,,1.0400000,-5.11999989,
,,,1.0599999,-5.11999989,,,,,1.0599999,-5.11999989,,,,,1.0599999,-5.11999989,,,,,1.0599999,-5.11999989,
